Financial Ratio Edge Case Log
============================================================

ROE | ABB | Dec 2012 | Computed=22.41 | Source=34.90 | Difference=12.49 | Category=DATA_SOURCE_ISSUE
ROE | LICI | Mar 2022 | Computed=36.38 | Source=63.61 | Difference=27.23 | Category=DATA_SOURCE_ISSUE
ROE | LICI | Mar 2023 | Computed=77.86 | Source=63.61 | Difference=14.25 | Category=DATA_SOURCE_ISSUE
ROE | LICI | Mar 2024 | Computed=49.45 | Source=63.61 | Difference=14.16 | Category=DATA_SOURCE_ISSUE
ROE | LODHA | Mar 2011 | Computed=35.48 | Source=10.70 | Difference=24.78 | Category=DATA_SOURCE_ISSUE
ROE | LODHA | Mar 2012 | Computed=33.84 | Source=10.70 | Difference=23.14 | Category=DATA_SOURCE_ISSUE
ROE | LODHA | Mar 2015 | Computed=24.23 | Source=10.70 | Difference=13.53 | Category=DATA_SOURCE_ISSUE
ROE | LODHA | Mar 2016 | Computed=17.69 | Source=10.70 | Difference=6.99 | Category=DATA_SOURCE_ISSUE
ROE | LODHA | Mar 2019 | Computed=42.80 | Source=10.70 | Difference=32.10 | Category=DATA_SOURCE_ISSUE
ROE | LODHA | Mar 2020 | Computed=16.30 | Source=10.70 | Difference=5.60 | Category=DATA_SOURCE_ISSUE
ROE | LODHA | Mar 2021 | Computed=1.04 | Source=10.70 | Difference=9.66 | Category=DATA_SOURCE_ISSUE
ROCE | LODHA | Mar 2021 | Computed=5.45 | Source=11.10 | Difference=5.65 | Category=FORMULA_DISCREPANCY
ROE | LODHA | Mar 2023 | Computed=3.87 | Source=10.70 | Difference=6.83 | Category=DATA_SOURCE_ISSUE
ROCE | LODHA | Mar 2023 | Computed=4.73 | Source=11.10 | Difference=6.37 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2013 | Computed=395.15 | Source=10.49 | Difference=384.66 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2013 | Computed=884.74 | Source=17.18 | Difference=867.56 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2014 | Computed=303.42 | Source=10.49 | Difference=292.93 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2014 | Computed=896.69 | Source=17.18 | Difference=879.51 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2015 | Computed=245.11 | Source=10.49 | Difference=234.62 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2015 | Computed=762.30 | Source=17.18 | Difference=745.12 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2016 | Computed=216.09 | Source=10.49 | Difference=205.60 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2016 | Computed=766.28 | Source=17.18 | Difference=749.10 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2017 | Computed=206.30 | Source=10.49 | Difference=195.81 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2017 | Computed=575.25 | Source=17.18 | Difference=558.07 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2018 | Computed=207.36 | Source=10.49 | Difference=196.87 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2018 | Computed=558.96 | Source=17.18 | Difference=541.78 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2019 | Computed=208.81 | Source=10.49 | Difference=198.32 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2019 | Computed=522.52 | Source=17.18 | Difference=505.34 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2020 | Computed=201.59 | Source=10.49 | Difference=191.10 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2020 | Computed=436.48 | Source=17.18 | Difference=419.30 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2021 | Computed=176.90 | Source=10.49 | Difference=166.41 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2021 | Computed=389.67 | Source=17.18 | Difference=372.49 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2022 | Computed=72.92 | Source=10.49 | Difference=62.43 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2022 | Computed=183.40 | Source=17.18 | Difference=166.22 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2023 | Computed=75.52 | Source=10.49 | Difference=65.03 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2023 | Computed=165.76 | Source=17.18 | Difference=148.58 | Category=FORMULA_DISCREPANCY
ROE | LT | Mar 2024 | Computed=77.67 | Source=10.49 | Difference=67.18 | Category=DATA_SOURCE_ISSUE
ROCE | LT | Mar 2024 | Computed=152.62 | Source=17.18 | Difference=135.44 | Category=FORMULA_DISCREPANCY
ROE | LTIM | Mar 2013 | Computed=41.97 | Source=26.04 | Difference=15.93 | Category=DATA_SOURCE_ISSUE
ROCE | LTIM | Mar 2013 | Computed=56.71 | Source=34.10 | Difference=22.61 | Category=FORMULA_DISCREPANCY
ROE | LTIM | Mar 2014 | Computed=61.86 | Source=26.04 | Difference=35.82 | Category=DATA_SOURCE_ISSUE
ROCE | LTIM | Mar 2014 | Computed=79.30 | Source=34.10 | Difference=45.20 | Category=FORMULA_DISCREPANCY
ROE | LTIM | Mar 2015 | Computed=37.96 | Source=26.04 | Difference=11.92 | Category=DATA_SOURCE_ISSUE
ROCE | LTIM | Mar 2015 | Computed=49.20 | Source=34.10 | Difference=15.10 | Category=FORMULA_DISCREPANCY
ROE | LTIM | Mar 2016 | Computed=39.34 | Source=26.04 | Difference=13.30 | Category=DATA_SOURCE_ISSUE
ROCE | LTIM | Mar 2016 | Computed=55.73 | Source=34.10 | Difference=21.63 | Category=FORMULA_DISCREPANCY
ROCE | LTIM | Mar 2017 | Computed=45.07 | Source=34.10 | Difference=10.97 | Category=FORMULA_DISCREPANCY
ROCE | LTIM | Mar 2018 | Computed=41.79 | Source=34.10 | Difference=7.69 | Category=FORMULA_DISCREPANCY
ROCE | LTIM | Mar 2019 | Computed=44.66 | Source=34.10 | Difference=10.56 | Category=FORMULA_DISCREPANCY
ROCE | LTIM | Mar 2022 | Computed=41.35 | Source=34.10 | Difference=7.25 | Category=FORMULA_DISCREPANCY
ROCE | M&M | Mar 2013 | Computed=20.46 | Source=26.98 | Difference=6.52 | Category=FORMULA_DISCREPANCY
ROCE | M&M | Mar 2014 | Computed=18.71 | Source=26.98 | Difference=8.27 | Category=FORMULA_DISCREPANCY
ROCE | M&M | Mar 2015 | Computed=15.04 | Source=26.98 | Difference=11.94 | Category=FORMULA_DISCREPANCY
ROCE | M&M | Mar 2016 | Computed=16.87 | Source=26.98 | Difference=10.11 | Category=FORMULA_DISCREPANCY
ROCE | M&M | Mar 2017 | Computed=16.31 | Source=26.98 | Difference=10.67 | Category=FORMULA_DISCREPANCY
ROCE | M&M | Mar 2018 | Computed=18.98 | Source=26.98 | Difference=8.00 | Category=FORMULA_DISCREPANCY
ROCE | M&M | Mar 2019 | Computed=16.14 | Source=26.98 | Difference=10.84 | Category=FORMULA_DISCREPANCY
ROE | M&M | Mar 2020 | Computed=-0.80 | Source=17.99 | Difference=18.79 | Category=DATA_SOURCE_ISSUE
ROCE | M&M | Mar 2020 | Computed=9.05 | Source=26.98 | Difference=17.93 | Category=FORMULA_DISCREPANCY
ROE | M&M | Mar 2021 | Computed=3.64 | Source=17.99 | Difference=14.35 | Category=DATA_SOURCE_ISSUE
ROCE | M&M | Mar 2021 | Computed=10.34 | Source=26.98 | Difference=16.64 | Category=FORMULA_DISCREPANCY
ROCE | M&M | Mar 2022 | Computed=14.34 | Source=26.98 | Difference=12.64 | Category=FORMULA_DISCREPANCY
ROCE | M&M | Mar 2023 | Computed=16.31 | Source=26.98 | Difference=10.67 | Category=FORMULA_DISCREPANCY
ROCE | M&M | Mar 2024 | Computed=16.12 | Source=26.98 | Difference=10.86 | Category=FORMULA_DISCREPANCY
ROCE | MARUTI | Mar 2015 | Computed=30.86 | Source=23.67 | Difference=7.19 | Category=FORMULA_DISCREPANCY
ROCE | MARUTI | Mar 2016 | Computed=34.00 | Source=23.67 | Difference=10.33 | Category=FORMULA_DISCREPANCY
ROCE | MARUTI | Mar 2017 | Computed=34.13 | Source=23.67 | Difference=10.46 | Category=FORMULA_DISCREPANCY
ROCE | MARUTI | Mar 2018 | Computed=33.44 | Source=23.67 | Difference=9.77 | Category=FORMULA_DISCREPANCY
ROCE | MARUTI | Mar 2019 | Computed=29.04 | Source=23.67 | Difference=5.37 | Category=FORMULA_DISCREPANCY
ROE | MARUTI | Mar 2021 | Computed=8.36 | Source=15.75 | Difference=7.39 | Category=DATA_SOURCE_ISSUE
ROCE | MARUTI | Mar 2021 | Computed=15.94 | Source=23.67 | Difference=7.73 | Category=FORMULA_DISCREPANCY
ROE | MARUTI | Mar 2022 | Computed=7.01 | Source=15.75 | Difference=8.74 | Category=DATA_SOURCE_ISSUE
ROCE | MARUTI | Mar 2022 | Computed=13.65 | Source=23.67 | Difference=10.02 | Category=FORMULA_DISCREPANCY
ROE | MOTHERSON | Mar 2013 | Computed=19.75 | Source=11.80 | Difference=7.95 | Category=DATA_SOURCE_ISSUE
ROCE | MOTHERSON | Mar 2013 | Computed=25.00 | Source=13.70 | Difference=11.30 | Category=FORMULA_DISCREPANCY
ROE | MOTHERSON | Mar 2014 | Computed=37.07 | Source=11.80 | Difference=25.27 | Category=DATA_SOURCE_ISSUE
ROCE | MOTHERSON | Mar 2014 | Computed=34.72 | Source=13.70 | Difference=21.02 | Category=FORMULA_DISCREPANCY
ROE | MOTHERSON | Mar 2015 | Computed=38.87 | Source=11.80 | Difference=27.07 | Category=DATA_SOURCE_ISSUE
ROCE | MOTHERSON | Mar 2015 | Computed=36.14 | Source=13.70 | Difference=22.44 | Category=FORMULA_DISCREPANCY
ROE | MOTHERSON | Mar 2016 | Computed=40.35 | Source=11.80 | Difference=28.55 | Category=DATA_SOURCE_ISSUE
ROCE | MOTHERSON | Mar 2016 | Computed=35.59 | Source=13.70 | Difference=21.89 | Category=FORMULA_DISCREPANCY
ROE | MOTHERSON | Mar 2017 | Computed=26.26 | Source=11.80 | Difference=14.46 | Category=DATA_SOURCE_ISSUE
ROCE | MOTHERSON | Mar 2017 | Computed=24.26 | Source=13.70 | Difference=10.56 | Category=FORMULA_DISCREPANCY
ROE | MOTHERSON | Mar 2018 | Computed=22.87 | Source=11.80 | Difference=11.07 | Category=DATA_SOURCE_ISSUE
ROCE | MOTHERSON | Mar 2018 | Computed=25.93 | Source=13.70 | Difference=12.23 | Category=FORMULA_DISCREPANCY
ROE | MOTHERSON | Mar 2019 | Computed=19.14 | Source=11.80 | Difference=7.34 | Category=DATA_SOURCE_ISSUE
ROCE | MOTHERSON | Mar 2019 | Computed=25.25 | Source=13.70 | Difference=11.55 | Category=FORMULA_DISCREPANCY
ROCE | MOTHERSON | Mar 2020 | Computed=21.71 | Source=13.70 | Difference=8.01 | Category=FORMULA_DISCREPANCY
ROCE | MOTHERSON | Mar 2021 | Computed=20.16 | Source=13.70 | Difference=6.46 | Category=FORMULA_DISCREPANCY
ROE | MOTHERSON | Mar 2022 | Computed=5.74 | Source=11.80 | Difference=6.06 | Category=DATA_SOURCE_ISSUE
ROCE | MOTHERSON | Mar 2024 | Computed=20.54 | Source=13.70 | Difference=6.84 | Category=FORMULA_DISCREPANCY
ROE | NAUKRI | Mar 2013 | Computed=12.50 | Source=2.44 | Difference=10.06 | Category=DATA_SOURCE_ISSUE
ROCE | NAUKRI | Mar 2013 | Computed=23.81 | Source=3.65 | Difference=20.16 | Category=FORMULA_DISCREPANCY
ROE | NAUKRI | Mar 2014 | Computed=8.93 | Source=2.44 | Difference=6.49 | Category=DATA_SOURCE_ISSUE
ROCE | NAUKRI | Mar 2014 | Computed=21.55 | Source=3.65 | Difference=17.90 | Category=FORMULA_DISCREPANCY
ROE | NAUKRI | Mar 2016 | Computed=7.65 | Source=2.44 | Difference=5.21 | Category=DATA_SOURCE_ISSUE
ROCE | NAUKRI | Mar 2016 | Computed=13.08 | Source=3.65 | Difference=9.43 | Category=FORMULA_DISCREPANCY
ROE | NAUKRI | Mar 2017 | Computed=-2.70 | Source=2.44 | Difference=5.14 | Category=DATA_SOURCE_ISSUE
ROE | NAUKRI | Mar 2018 | Computed=24.50 | Source=2.44 | Difference=22.06 | Category=DATA_SOURCE_ISSUE
ROCE | NAUKRI | Mar 2018 | Computed=30.30 | Source=3.65 | Difference=26.65 | Category=FORMULA_DISCREPANCY
ROE | NAUKRI | Mar 2019 | Computed=23.28 | Source=2.44 | Difference=20.84 | Category=DATA_SOURCE_ISSUE
ROCE | NAUKRI | Mar 2019 | Computed=29.32 | Source=3.65 | Difference=25.67 | Category=FORMULA_DISCREPANCY
ROE | NAUKRI | Mar 2020 | Computed=-11.21 | Source=2.44 | Difference=13.65 | Category=DATA_SOURCE_ISSUE
ROCE | NAUKRI | Mar 2020 | Computed=-2.82 | Source=3.65 | Difference=6.47 | Category=FORMULA_DISCREPANCY
ROE | NAUKRI | Mar 2021 | Computed=26.28 | Source=2.44 | Difference=23.84 | Category=DATA_SOURCE_ISSUE
ROCE | NAUKRI | Mar 2021 | Computed=30.36 | Source=3.65 | Difference=26.71 | Category=FORMULA_DISCREPANCY
ROE | NAUKRI | Mar 2022 | Computed=74.71 | Source=2.44 | Difference=72.27 | Category=DATA_SOURCE_ISSUE
ROCE | NAUKRI | Mar 2022 | Computed=82.38 | Source=3.65 | Difference=78.73 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Dec 2013 | Computed=47.17 | Source=135.61 | Difference=88.44 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Dec 2013 | Computed=57.49 | Source=185.43 | Difference=127.94 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Dec 2014 | Computed=41.77 | Source=135.61 | Difference=93.84 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Dec 2014 | Computed=74.41 | Source=185.43 | Difference=111.02 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Dec 2015 | Computed=19.99 | Source=135.61 | Difference=115.62 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Dec 2015 | Computed=41.06 | Source=185.43 | Difference=144.37 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Dec 2016 | Computed=30.50 | Source=135.61 | Difference=105.11 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Dec 2016 | Computed=60.03 | Source=185.43 | Difference=125.40 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Dec 2017 | Computed=35.82 | Source=135.61 | Difference=99.79 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Dec 2017 | Computed=65.82 | Source=185.43 | Difference=119.61 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Dec 2018 | Computed=43.75 | Source=135.61 | Difference=91.86 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Dec 2018 | Computed=77.59 | Source=185.43 | Difference=107.84 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Dec 2019 | Computed=102.61 | Source=135.61 | Difference=33.00 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Dec 2019 | Computed=150.59 | Source=185.43 | Difference=34.84 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Dec 2020 | Computed=103.12 | Source=135.61 | Difference=32.49 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Dec 2020 | Computed=154.57 | Source=185.43 | Difference=30.86 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Dec 2021 | Computed=108.84 | Source=135.61 | Difference=26.77 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Dec 2021 | Computed=155.97 | Source=185.43 | Difference=29.46 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Dec 2022 | Computed=97.23 | Source=135.61 | Difference=38.38 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Dec 2022 | Computed=139.67 | Source=185.43 | Difference=45.76 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Dec 2023 | Computed=121.96 | Source=135.61 | Difference=13.65 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Dec 2023 | Computed=168.02 | Source=185.43 | Difference=17.41 | Category=FORMULA_DISCREPANCY
ROE | NESTLEIND | Mar 2024 | Computed=117.75 | Source=135.61 | Difference=17.86 | Category=DATA_SOURCE_ISSUE
ROCE | NESTLEIND | Mar 2024 | Computed=162.06 | Source=185.43 | Difference=23.37 | Category=FORMULA_DISCREPANCY
ROCE | NHPC | Mar 2015 | Computed=13.11 | Source=7.67 | Difference=5.44 | Category=FORMULA_DISCREPANCY
ROCE | NHPC | Mar 2017 | Computed=14.78 | Source=7.67 | Difference=7.11 | Category=FORMULA_DISCREPANCY
ROCE | NHPC | Mar 2019 | Computed=13.46 | Source=7.67 | Difference=5.79 | Category=FORMULA_DISCREPANCY
ROCE | ONGC | Mar 2013 | Computed=28.28 | Source=19.71 | Difference=8.57 | Category=FORMULA_DISCREPANCY
ROCE | ONGC | Mar 2014 | Computed=25.44 | Source=19.71 | Difference=5.73 | Category=FORMULA_DISCREPANCY
ROE | ONGC | Mar 2016 | Computed=6.62 | Source=14.32 | Difference=7.70 | Category=DATA_SOURCE_ISSUE
ROCE | ONGC | Mar 2019 | Computed=25.99 | Source=19.71 | Difference=6.28 | Category=FORMULA_DISCREPANCY
ROE | ONGC | Mar 2020 | Computed=5.59 | Source=14.32 | Difference=8.73 | Category=DATA_SOURCE_ISSUE
ROE | PFC | Mar 2017 | Computed=6.07 | Source=19.49 | Difference=13.42 | Category=DATA_SOURCE_ISSUE
ROE | PFC | Mar 2019 | Computed=26.82 | Source=19.49 | Difference=7.33 | Category=DATA_SOURCE_ISSUE
ROE | PFC | Mar 2021 | Computed=25.86 | Source=19.49 | Difference=6.37 | Category=DATA_SOURCE_ISSUE
ROE | PFC | Mar 2022 | Computed=26.18 | Source=19.49 | Difference=6.69 | Category=DATA_SOURCE_ISSUE
ROE | PFC | Mar 2023 | Computed=25.17 | Source=19.49 | Difference=5.68 | Category=DATA_SOURCE_ISSUE
ROE | PFC | Mar 2024 | Computed=26.16 | Source=19.49 | Difference=6.67 | Category=DATA_SOURCE_ISSUE
ROCE | PIDILITIND | Mar 2013 | Computed=37.74 | Source=29.70 | Difference=8.04 | Category=FORMULA_DISCREPANCY
ROCE | PIDILITIND | Mar 2014 | Computed=35.54 | Source=29.70 | Difference=5.84 | Category=FORMULA_DISCREPANCY
ROCE | PIDILITIND | Mar 2015 | Computed=34.84 | Source=29.70 | Difference=5.14 | Category=FORMULA_DISCREPANCY
ROE | PIDILITIND | Mar 2016 | Computed=30.59 | Source=22.80 | Difference=7.79 | Category=DATA_SOURCE_ISSUE
ROCE | PIDILITIND | Mar 2016 | Computed=46.14 | Source=29.70 | Difference=16.44 | Category=FORMULA_DISCREPANCY
ROCE | PIDILITIND | Mar 2017 | Computed=38.58 | Source=29.70 | Difference=8.88 | Category=FORMULA_DISCREPANCY
ROCE | PIDILITIND | Mar 2018 | Computed=40.39 | Source=29.70 | Difference=10.69 | Category=FORMULA_DISCREPANCY
ROCE | PIDILITIND | Mar 2019 | Computed=35.23 | Source=29.70 | Difference=5.53 | Category=FORMULA_DISCREPANCY
ROCE | PIDILITIND | Mar 2020 | Computed=35.27 | Source=29.70 | Difference=5.57 | Category=FORMULA_DISCREPANCY
ROE | PNB | Mar 2013 | Computed=812.30 | Source=8.70 | Difference=803.60 | Category=DATA_SOURCE_ISSUE
ROE | PNB | Mar 2014 | Computed=393.36 | Source=8.70 | Difference=384.66 | Category=DATA_SOURCE_ISSUE
ROE | PNB | Mar 2015 | Computed=223.24 | Source=8.70 | Difference=214.54 | Category=DATA_SOURCE_ISSUE
ROE | PNB | Mar 2016 | Computed=-163.56 | Source=8.70 | Difference=172.26 | Category=DATA_SOURCE_ISSUE
ROE | PNB | Mar 2017 | Computed=22.21 | Source=8.70 | Difference=13.51 | Category=DATA_SOURCE_ISSUE
ROE | PNB | Mar 2018 | Computed=-184.37 | Source=8.70 | Difference=193.07 | Category=DATA_SOURCE_ISSUE
ROE | PNB | Mar 2019 | Computed=-128.45 | Source=8.70 | Difference=137.15 | Category=DATA_SOURCE_ISSUE
ROE | PNB | Mar 2021 | Computed=30.39 | Source=8.70 | Difference=21.69 | Category=DATA_SOURCE_ISSUE
ROE | PNB | Mar 2022 | Computed=39.87 | Source=8.70 | Difference=31.17 | Category=DATA_SOURCE_ISSUE
ROE | PNB | Mar 2023 | Computed=30.67 | Source=8.70 | Difference=21.97 | Category=DATA_SOURCE_ISSUE
ROE | PNB | Mar 2024 | Computed=61.32 | Source=8.70 | Difference=52.62 | Category=DATA_SOURCE_ISSUE
ROE | POWERGRID | Mar 2014 | Computed=13.11 | Source=19.00 | Difference=5.89 | Category=DATA_SOURCE_ISSUE
ROE | POWERGRID | Mar 2015 | Computed=13.13 | Source=19.00 | Difference=5.87 | Category=DATA_SOURCE_ISSUE
ROE | POWERGRID | Mar 2016 | Computed=13.55 | Source=19.00 | Difference=5.45 | Category=DATA_SOURCE_ISSUE
ROCE | POWERGRID | Mar 2022 | Computed=19.21 | Source=13.20 | Difference=6.01 | Category=FORMULA_DISCREPANCY
ROCE | POWERGRID | Mar 2023 | Computed=19.22 | Source=13.20 | Difference=6.02 | Category=FORMULA_DISCREPANCY
ROCE | POWERGRID | Mar 2024 | Computed=19.17 | Source=13.20 | Difference=5.97 | Category=FORMULA_DISCREPANCY
ROE | RECLTD | Mar 2018 | Computed=13.66 | Source=22.20 | Difference=8.54 | Category=DATA_SOURCE_ISSUE
ROE | RECLTD | Mar 2019 | Computed=16.62 | Source=22.20 | Difference=5.58 | Category=DATA_SOURCE_ISSUE
ROE | RECLTD | Mar 2020 | Computed=14.05 | Source=22.20 | Difference=8.15 | Category=DATA_SOURCE_ISSUE
ROE | SBILIFE | Mar 2013 | Computed=23.03 | Source=12.00 | Difference=11.03 | Category=DATA_SOURCE_ISSUE
ROE | SBILIFE | Mar 2014 | Computed=21.69 | Source=12.00 | Difference=9.69 | Category=DATA_SOURCE_ISSUE
ROE | SBILIFE | Mar 2015 | Computed=20.09 | Source=12.00 | Difference=8.09 | Category=DATA_SOURCE_ISSUE
ROE | SBILIFE | Mar 2016 | Computed=17.83 | Source=12.00 | Difference=5.83 | Category=DATA_SOURCE_ISSUE
ROE | SBILIFE | Mar 2017 | Computed=17.20 | Source=12.00 | Difference=5.20 | Category=DATA_SOURCE_ISSUE
ROE | SBILIFE | Mar 2018 | Computed=17.62 | Source=12.00 | Difference=5.62 | Category=DATA_SOURCE_ISSUE
ROE | SBILIFE | Mar 2019 | Computed=17.52 | Source=12.00 | Difference=5.52 | Category=DATA_SOURCE_ISSUE
ROE | SHREECEM | Jun 2013 | Computed=26.12 | Source=12.20 | Difference=13.92 | Category=DATA_SOURCE_ISSUE
ROCE | SHREECEM | Jun 2013 | Computed=34.06 | Source=14.80 | Difference=19.26 | Category=FORMULA_DISCREPANCY
ROCE | SHREECEM | Jun 2014 | Computed=25.27 | Source=14.80 | Difference=10.47 | Category=FORMULA_DISCREPANCY
ROCE | SHREECEM | Jun 2015 | Computed=23.35 | Source=14.80 | Difference=8.55 | Category=FORMULA_DISCREPANCY
ROE | SHREECEM | Mar 2017 | Computed=17.39 | Source=12.20 | Difference=5.19 | Category=DATA_SOURCE_ISSUE
ROCE | SHREECEM | Mar 2017 | Computed=31.98 | Source=14.80 | Difference=17.18 | Category=FORMULA_DISCREPANCY
ROCE | SHREECEM | Mar 2018 | Computed=23.27 | Source=14.80 | Difference=8.47 | Category=FORMULA_DISCREPANCY
ROCE | SHREECEM | Mar 2019 | Computed=22.98 | Source=14.80 | Difference=8.18 | Category=FORMULA_DISCREPANCY
ROCE | SHREECEM | Mar 2020 | Computed=24.73 | Source=14.80 | Difference=9.93 | Category=FORMULA_DISCREPANCY
ROCE | SHREECEM | Mar 2021 | Computed=25.63 | Source=14.80 | Difference=10.83 | Category=FORMULA_DISCREPANCY
ROCE | SHREECEM | Mar 2022 | Computed=21.72 | Source=14.80 | Difference=6.92 | Category=FORMULA_DISCREPANCY
ROCE | SHREECEM | Mar 2024 | Computed=22.88 | Source=14.80 | Difference=8.08 | Category=FORMULA_DISCREPANCY
ROE | SHRIRAMFIN | Mar 2022 | Computed=10.43 | Source=15.90 | Difference=5.47 | Category=DATA_SOURCE_ISSUE
ROCE | SIEMENS | Sep 2011 | Computed=38.52 | Source=25.60 | Difference=12.92 | Category=FORMULA_DISCREPANCY
ROE | SIEMENS | Sep 2014 | Computed=13.78 | Source=19.10 | Difference=5.32 | Category=DATA_SOURCE_ISSUE
ROCE | SIEMENS | Sep 2015 | Computed=37.75 | Source=25.60 | Difference=12.15 | Category=FORMULA_DISCREPANCY
ROE | SIEMENS | Sep 2016 | Computed=42.83 | Source=19.10 | Difference=23.73 | Category=DATA_SOURCE_ISSUE
ROCE | SIEMENS | Sep 2016 | Computed=61.17 | Source=25.60 | Difference=35.57 | Category=FORMULA_DISCREPANCY
ROE | SIEMENS | Sep 2018 | Computed=10.86 | Source=19.10 | Difference=8.24 | Category=DATA_SOURCE_ISSUE
ROCE | SIEMENS | Sep 2018 | Computed=19.36 | Source=25.60 | Difference=6.24 | Category=FORMULA_DISCREPANCY
ROE | SIEMENS | Sep 2019 | Computed=12.14 | Source=19.10 | Difference=6.96 | Category=DATA_SOURCE_ISSUE
ROE | SIEMENS | Sep 2020 | Computed=8.10 | Source=19.10 | Difference=11.00 | Category=DATA_SOURCE_ISSUE
ROCE | SIEMENS | Sep 2020 | Computed=13.89 | Source=25.60 | Difference=11.71 | Category=FORMULA_DISCREPANCY
ROE | SIEMENS | Sep 2021 | Computed=10.52 | Source=19.10 | Difference=8.58 | Category=DATA_SOURCE_ISSUE
ROCE | SIEMENS | Sep 2021 | Computed=17.13 | Source=25.60 | Difference=8.47 | Category=FORMULA_DISCREPANCY
ROE | SIEMENS | Sep 2022 | Computed=13.29 | Source=19.10 | Difference=5.81 | Category=DATA_SOURCE_ISSUE
ROCE | SIEMENS | Sep 2022 | Computed=19.90 | Source=25.60 | Difference=5.70 | Category=FORMULA_DISCREPANCY
ROE | SUNPHARMA | Mar 2013 | Computed=23.14 | Source=16.70 | Difference=6.44 | Category=DATA_SOURCE_ISSUE
ROCE | SUNPHARMA | Mar 2013 | Computed=30.78 | Source=17.30 | Difference=13.48 | Category=FORMULA_DISCREPANCY
ROCE | SUNPHARMA | Mar 2014 | Computed=23.88 | Source=17.30 | Difference=6.58 | Category=FORMULA_DISCREPANCY
ROCE | SUNPHARMA | Mar 2015 | Computed=23.61 | Source=17.30 | Difference=6.31 | Category=FORMULA_DISCREPANCY
ROCE | SUNPHARMA | Mar 2017 | Computed=23.05 | Source=17.30 | Difference=5.75 | Category=FORMULA_DISCREPANCY
ROE | SUNPHARMA | Mar 2018 | Computed=6.63 | Source=16.70 | Difference=10.07 | Category=DATA_SOURCE_ISSUE
ROCE | SUNPHARMA | Mar 2018 | Computed=11.29 | Source=17.30 | Difference=6.01 | Category=FORMULA_DISCREPANCY
ROE | SUNPHARMA | Mar 2019 | Computed=7.75 | Source=16.70 | Difference=8.95 | Category=DATA_SOURCE_ISSUE
ROCE | SUNPHARMA | Mar 2019 | Computed=11.78 | Source=17.30 | Difference=5.52 | Category=FORMULA_DISCREPANCY
ROE | SUNPHARMA | Mar 2020 | Computed=9.22 | Source=16.70 | Difference=7.48 | Category=DATA_SOURCE_ISSUE
ROE | SUNPHARMA | Mar 2021 | Computed=4.89 | Source=16.70 | Difference=11.81 | Category=DATA_SOURCE_ISSUE
ROCE | SUNPHARMA | Mar 2021 | Computed=9.98 | Source=17.30 | Difference=7.32 | Category=FORMULA_DISCREPANCY
